order_id,customer_id,order_date,product_category,quantity,revenue,discount,cost_of_goods,shipping_cost,delivery_region_cost,payment_processing_fee,order_status,refund_amount,net_revenue,gross_margin
46012,6046,08-08-2021,Electronics,1,759.79,144.36,517.47,94.79,19.71,16.29,Completed,0,615.43,3.17
46013,6046,27-09-2021,Fashion,2,2814.19,419.88,1406.97,61.67,13.56,77.3,Completed,0,2394.31,925.67
46014,6046,08-12-2021,Beauty,1,1930.23,519.81,1002.22,120.74,41.08,52.02,Completed,0,1410.42,287.46
46015,6046,24-06-2022,Fashion,1,513.71,179.8,254.26,114.95,28.56,11.13,Completed,0,333.91,-35.3
46016,6046,26-07-2022,Beauty,2,1030.39,371.66,395.63,123.09,46.7,30.47,Returned,658.73,0,-518.72
46017,6046,04-10-2022,Beauty,4,385.36,117.19,148.32,126.92,44.28,9.62,Completed,0,268.17,-7.07
46018,6046,27-11-2022,Home,3,2090.82,786.36,1150.69,118.69,45,62.66,Returned,1304.46,0,-1269.38
46019,6046,10-12-2022,Fashion,1,1117.75,258.31,396.88,67.72,14.66,28.59,Completed,0,859.44,394.84
46020,6047,15-04-2021,Grocery,2,571.96,96.83,349.52,64.67,15.53,17.08,Returned,475.13,0,-414.19
46021,6048,12-04-2021,Home,1,910.9,62.31,432.32,78.9,29.97,20.95,Completed,0,848.59,337.37
46022,6048,29-04-2021,Electronics,1,1782.51,80.93,1107.4,68.65,23.27,37.53,Completed,0,1701.58,525.53
46023,6048,10-05-2021,Home,2,1788.18,56.51,881.73,81.58,31.01,43.03,Completed,0,1731.67,768.36
46024,6048,18-05-2021,Home,2,2067.63,152.8,1184.96,97.66,29.31,50.32,Returned,1914.83,0,-1282.62
46025,6048,27-05-2021,Electronics,5,1531.42,153.91,1070.27,114.35,37.96,39.99,Completed,0,1377.51,192.89
46026,6048,03-06-2021,Grocery,1,5372.29,136.46,3409.59,99.69,30.11,153.92,Completed,0,5235.83,1726.55
46027,6048,07-06-2021,Home,3,5129.23,98.48,2794.53,91.7,26.75,148.76,Completed,0,5030.75,2144.52
46028,6048,21-06-2021,Home,4,1551.43,142.73,841.88,93.89,37.03,43.71,Completed,0,1408.7,472.93
46029,6048,22-07-2021,Electronics,1,1561.73,173.2,1031.38,128.43,42.05,32.84,Completed,0,1388.53,228.72
46030,6048,19-08-2021,Beauty,1,1931.71,8.5,987.53,77.1,19.23,56.65,Completed,0,1923.21,858.58
46031,6048,08-09-2021,Beauty,2,4133.64,18.6,2148.72,84.49,20.92,90.56,Completed,0,4115.04,1881.83
46032,6048,20-09-2021,Electronics,2,1097.28,68.14,641.17,75.47,24.44,28.29,Completed,0,1029.14,312.5
46033,6048,29-09-2021,Fashion,3,1691.17,61.22,596.95,128.74,47.44,48.06,Completed,0,1629.95,904.26
46034,6048,31-10-2021,Fashion,3,1878.68,181.48,854.31,129.25,39.49,48.18,Completed,0,1697.2,713.64
46035,6048,29-11-2021,Beauty,2,4664.88,282.69,2164.11,94.12,21.76,117.2,Completed,0,4382.19,2123.96
46036,6048,04-12-2021,Grocery,1,6334.17,529.54,4118.54,82.1,23.57,135.86,Completed,0,5804.63,1603.99
46037,6048,06-01-2022,Home,3,3028.89,189.91,1597.84,119.4,25.75,88.94,Completed,0,2838.98,1121.74
46038,6048,22-01-2022,Electronics,2,1670.33,1.67,1071.44,111.63,23.39,45.86,Completed,0,1668.66,485.59
46039,6048,15-02-2022,Grocery,1,1672.24,141.3,1111.39,117.1,35,33.93,Returned,1530.94,0,-1228.49
46040,6048,16-04-2022,Grocery,2,648.79,27.51,460.24,90.35,28.19,16.97,Returned,621.28,0,-550.59
46041,6048,24-04-2022,Grocery,4,1849.82,192.2,1271.31,126.5,31.15,37.21,Completed,0,1657.62,259.81
46042,6048,17-05-2022,Electronics,1,1521.12,66.93,839.57,97.35,20.99,33.83,Completed,0,1454.19,517.27
46043,6048,15-06-2022,Beauty,3,4562.3,77.1,2039.97,64.88,22.62,133,Completed,0,4485.2,2380.35
46044,6048,05-07-2022,Fashion,1,602.1,18.54,216.37,77.92,16.79,15.25,Returned,583.56,0,-294.29
46045,6048,31-07-2022,Grocery,3,2392.89,129.46,1699.59,112.73,35.18,67.64,Completed,0,2263.43,451.11
46046,6048,16-08-2022,Beauty,2,2132.89,134.37,979.69,92.39,25.57,57.84,Completed,0,1998.52,926.44
46047,6048,04-09-2022,Grocery,1,2152.55,256.8,1381.49,88.5,24.37,46.98,Completed,0,1895.75,425.76
46048,6048,10-10-2022,Grocery,1,1154.39,12.01,801.88,126.63,28.58,32.12,Completed,0,1142.38,213.87
46049,6048,17-10-2022,Grocery,1,2032.1,13.21,1298.5,106.84,23.63,53.14,Completed,0,2018.89,613.55
46050,6048,02-11-2022,Home,1,3763.63,302.6,1966.86,118.39,29.84,93.28,Completed,0,3461.03,1375.78
46051,6048,11-11-2022,Grocery,1,2219.92,166.27,1595.28,109.64,33.34,51.69,Completed,0,2053.65,348.73
46052,6048,08-12-2022,Electronics,1,2188.02,102.4,1314.85,63.99,20.36,45.64,Returned,2085.62,0,-1378.84
46053,6048,09-01-2023,Home,1,1447.92,59.94,748.26,73.68,23.22,37,Completed,0,1387.98,566.04
46054,6048,12-01-2023,Fashion,1,2779.97,63.66,1189.1,84.33,21.43,67.11,Completed,0,2716.31,1442.88
46055,6048,16-01-2023,Grocery,3,1569.52,0,1101.36,86.37,22.96,38.45,Completed,0,1569.52,381.79
46056,6048,21-02-2023,Beauty,4,571.81,17.55,220.44,96.9,30.07,13.23,Completed,0,554.26,236.92
46057,6049,05-05-2021,Beauty,2,1336.75,198.91,549.12,90.72,22.7,28,Completed,0,1137.84,498
46058,6049,10-05-2021,Fashion,1,1539.71,232.96,674.88,63.42,15.9,31.53,Returned,1306.75,0,-738.3
46059,6049,13-05-2021,Grocery,2,1001.15,168.99,652.29,88.03,32.98,25.14,Completed,0,832.16,91.84
46060,6049,08-06-2021,Grocery,4,683.52,72.52,460.85,129.84,39.27,14.77,Completed,0,611,20.31
46061,6049,07-08-2021,Home,1,3956.9,503.71,2073.38,67.82,25.35,113.52,Completed,0,3453.19,1311.99
46062,6049,27-08-2021,Home,3,3714.69,265.23,1849.14,61.74,22.23,80.54,Returned,3449.46,0,-1910.88
46063,6049,06-09-2021,Electronics,1,1924.7,232.5,1302.33,78.92,16.14,52.61,Completed,0,1692.2,310.95
46064,6049,15-10-2021,Beauty,1,1536.59,239.86,606.44,63.69,24.51,45.59,Completed,0,1296.73,626.6
46065,6049,24-10-2021,Beauty,1,3090.82,427.77,1445.61,101.7,30.68,77.38,Completed,0,2663.05,1115.74
46066,6049,06-11-2021,Electronics,1,3443.56,380.17,2067.29,104.76,33.97,74.44,Completed,0,3063.39,891.34
46067,6049,16-12-2021,Fashion,1,2364.25,207.58,837.49,108.67,35.19,56.27,Completed,0,2156.67,1210.51
46068,6049,17-02-2022,Home,1,1577.81,182.71,672.41,87.01,20.78,44.63,Completed,0,1395.1,635.68
46069,6049,26-02-2022,Electronics,3,583.27,68.24,359.27,96.49,38.51,12.27,Completed,0,515.03,59.27
46070,6049,14-03-2022,Grocery,3,11065.91,890.81,7484.32,99.67,25.85,273.87,Completed,0,10175.1,2591.11
46071,6049,27-03-2022,Home,1,2893.86,188.68,1541.73,98.94,38.58,59.88,Completed,0,2705.18,1064.51
46072,6049,30-03-2022,Beauty,1,1963.17,308.41,764.85,90.01,22.84,39.59,Completed,0,1654.76,799.9
46073,6049,02-04-2022,Grocery,1,6006.87,558.64,3828.36,86.37,22.3,141.77,Completed,0,5448.23,1533.5
46074,6049,09-04-2022,Home,1,2299,371.29,1234.17,77.4,25.21,47.91,Completed,0,1927.71,616.14
46075,6049,14-04-2022,Home,3,1423.94,158.77,701.74,99.97,38.59,41.6,Completed,0,1265.17,463.46
46076,6049,28-04-2022,Grocery,1,1006.73,123.83,618.99,68.16,18.66,21.4,Completed,0,882.9,195.75
46077,6050,10-04-2021,Fashion,1,1430.28,197.09,693.09,140.51,45.17,31.17,Completed,0,1233.19,399.59
46078,6050,19-04-2021,Beauty,2,243.72,34.93,118.12,111.41,27.04,6.31,Completed,0,208.79,-20.74
46079,6051,18-04-2021,Electronics,1,1640.43,510.67,923.6,112.62,23.34,38.68,Completed,0,1129.76,93.54
46080,6051,26-04-2021,Beauty,2,3444.55,546.99,1379.82,114.91,32.32,91.44,Completed,0,2897.56,1402.83
46081,6051,11-05-2021,Beauty,3,1314.43,484.63,500.56,68.91,25.11,29.49,Completed,0,829.8,260.33
46082,6051,23-06-2021,Home,2,11220.68,1502.45,5203.94,94.46,29.75,301.65,Completed,0,9718.23,4419.83
46083,6051,07-07-2021,Grocery,1,3370.54,683.21,2023.51,94.23,32.85,83.24,Completed,0,2687.33,569.59
46084,6051,20-07-2021,Fashion,1,3019.11,535.89,1095.88,63.05,19.8,80.61,Completed,0,2483.22,1324.29
46085,6051,27-07-2021,Fashion,1,1659.39,471.93,679.95,77.83,23.69,33.97,Cancelled,0,1187.46,429.68
46086,6051,03-08-2021,Fashion,3,6166.2,1856.03,2724.21,129.28,36.2,138.55,Cancelled,0,4310.17,1456.68
46087,6051,02-09-2021,Electronics,2,3193.82,972.52,2164.68,84.42,30.6,72.41,Completed,0,2221.3,-27.8
46088,6051,11-09-2021,Electronics,1,3771.45,669.43,2446.16,85.35,18.26,91.65,Completed,0,3102.02,570.51
46089,6051,01-10-2021,Grocery,1,1672.98,231.21,1093.48,103.76,30.37,44.91,Completed,0,1441.77,244.53
46090,6051,05-10-2021,Home,1,2273.26,748.13,1051.16,84.08,19.44,53.69,Completed,0,1525.13,389.89
46091,6051,12-10-2021,Electronics,1,2688.66,503.05,1581.19,63.97,23.96,71.76,Completed,0,2185.61,540.45
46092,6051,24-10-2021,Beauty,4,3028.38,459.1,1391.83,87.69,24.35,83.78,Completed,0,2569.28,1089.76
46093,6051,01-11-2021,Home,2,1418.78,231.83,628.19,61.69,22.35,41.04,Completed,0,1186.95,497.07
46094,6051,12-11-2021,Beauty,1,2613.49,739.62,1260.38,119.55,40.94,54.05,Completed,0,1873.87,493.94
46095,6051,18-11-2021,Electronics,2,3763.89,552.92,2340.08,84.65,28.03,79.02,Completed,0,3210.97,786.24
46096,6051,03-01-2022,Home,1,1432.17,252.92,774.43,94.31,26.39,39.33,Completed,0,1179.25,310.51
46097,6051,23-01-2022,Home,3,1991.12,499.57,889.28,82.15,30.11,49.48,Completed,0,1491.55,520.12
46098,6051,02-02-2022,Home,1,630.62,105.38,282.79,83.76,31.81,12.9,Completed,0,525.24,158.69
46099,6051,14-02-2022,Fashion,1,7050.38,1801.37,2802.64,99.81,33.29,204.99,Completed,0,5249.01,2346.56
46100,6051,05-03-2022,Home,4,5292.62,1106.16,2818.17,83.67,26.62,113.74,Completed,0,4186.46,1284.62
46101,6051,19-03-2022,Home,3,1490.13,427.97,691.81,81.89,22.26,39.27,Completed,0,1062.16,288.46
46102,6051,28-03-2022,Home,3,947.05,279.38,535.32,86.28,33.84,22.2,Completed,0,667.67,46.07
46103,6051,02-04-2022,Grocery,1,3419.75,1256.07,2287.75,96.67,34.37,92.76,Returned,2163.68,0,-2384.42
46104,6051,16-05-2022,Fashion,2,938.97,310.99,354.31,79.67,20.33,22.57,Completed,0,627.98,194
46105,6051,19-05-2022,Grocery,2,561.82,164.05,341.35,80.35,24.56,14.79,Completed,0,397.77,-23.93
46106,6051,12-06-2022,Fashion,1,1340.59,307.67,497.22,118.75,27.84,32.59,Completed,0,1032.92,416.95
46107,6052,25-04-2021,Grocery,2,596.79,56.1,371.44,97.06,37.99,12.39,Completed,0,540.69,72.19
46108,6052,31-05-2021,Beauty,3,460.71,48.19,207.12,122.92,42.71,12.11,Completed,0,412.52,82.48
46109,6052,09-07-2021,Beauty,5,1074.97,46.01,521.31,73.55,24.62,28.34,Returned,1028.96,0,-594.86
46110,6052,18-07-2021,Grocery,3,1046.24,96.57,656.02,71.04,16.08,24.64,Completed,0,949.67,222.61
46111,6052,10-11-2021,Fashion,1,1208.68,118.93,500.61,102.66,32.58,24.5,Completed,0,1089.75,486.48
46112,6052,20-12-2021,Home,1,1234.42,69.62,646.29,112.15,43.2,30.46,Completed,0,1164.8,406.36
46113,6053,21-04-2021,Electronics,3,571.63,99.46,391.25,87.01,22.44,11.89,Completed,0,472.17,-6.09
46114,6053,03-06-2021,Fashion,2,685.87,79.97,300.96,95.39,29.68,15.64,Completed,0,605.9,209.55
46115,6053,17-06-2021,Fashion,1,1117.45,155.1,502.9,107.21,35.16,31.8,Completed,0,962.35,352.24
46116,6054,21-05-2021,Home,4,725.3,64.7,367.03,111.39,26.09,16.37,Completed,0,660.6,182.18
46117,6054,07-06-2021,Fashion,1,594.3,90.81,285.88,89.74,29.14,15.01,Completed,0,503.49,127.87
46118,6054,05-09-2021,Fashion,2,580.87,102.76,254.91,61.61,16.2,15.72,Completed,0,478.11,161.59
46119,6055,01-05-2021,Home,1,1102.06,310.78,478.87,113.91,24.67,28.55,Completed,0,791.28,198.5
46120,6055,17-05-2021,Grocery,1,234.95,32.21,162.09,129.72,39.57,5.15,Completed,0,202.74,-89.07
46121,6055,24-06-2021,Fashion,2,524.5,121.47,214.56,122.2,37.43,15.4,Returned,403.03,0,-336.76
46122,6055,04-07-2021,Grocery,1,1467.69,195.5,913.42,63.99,23.58,37.35,Completed,0,1272.19,294.78
46123,6055,16-07-2021,Beauty,1,468.77,158.07,181.05,63.35,19.77,9.67,Completed,0,310.7,66.3
46124,6055,11-08-2021,Grocery,1,676.45,239.33,455.63,93.27,25.86,18.44,Returned,437.12,0,-548.9
46125,6055,03-09-2021,Grocery,1,3578.18,1319.27,2208.69,111.23,22.93,105.14,Completed,0,2258.91,-61.01
46126,6055,02-10-2021,Beauty,3,1417.59,516,601.24,117.03,29.93,39.09,Completed,0,901.59,183.32
46127,6055,16-11-2021,Grocery,1,793.8,221.71,543.37,93.29,22.66,16.96,Completed,0,572.09,-64.57
46128,6055,04-12-2021,Electronics,2,951.73,254.97,611.33,121.97,29.99,24,Completed,0,696.76,-36.54
46129,6055,21-12-2021,Home,2,1899.45,643.34,991.51,76.38,21.15,56.01,Returned,1256.11,0,-1067.89
46130,6055,07-01-2022,Electronics,1,1511.69,562.8,1007.38,73.01,27.4,42.56,Completed,0,948.89,-131.5
46131,6055,29-01-2022,Fashion,1,1250.58,458.96,466.39,94.03,26.63,26.76,Completed,0,791.62,231.2
46132,6055,16-02-2022,Home,2,3831.59,569.76,1684.19,110.71,24.65,108.82,Completed,0,3261.83,1466.93
46133,6055,06-03-2022,Beauty,1,2745.53,457.95,1364.24,74.37,19.6,82.31,Returned,2287.58,0,-1438.61
46134,6055,28-03-2022,Grocery,1,975.89,193.91,586.74,64.02,18.64,21.79,Completed,0,781.98,131.22
46135,6055,08-04-2022,Beauty,2,3385.22,1213.94,1754.73,63.67,18.37,76.81,Completed,0,2171.28,352.88
46136,6055,13-04-2022,Home,3,1270.57,208.5,627.82,61.66,12.89,31.61,Completed,0,1062.07,372.59
46137,6056,10-04-2021,Fashion,1,1776.83,251.24,793.51,113.68,36.36,47.01,Completed,0,1525.59,618.4
46138,6056,21-04-2021,Beauty,2,1138.56,404.07,577.22,100.55,35.53,26.69,Completed,0,734.49,56.72
46139,6057,05-05-2021,Fashion,3,466.76,7.7,210.75,94.6,37.57,12.14,Completed,0,459.06,153.71
46140,6057,02-06-2021,Beauty,3,928.5,16.99,389.52,92.88,24.68,25.14,Completed,0,911.51,429.11
46141,6057,14-06-2021,Electronics,3,3677,316.22,2098.66,99.33,38.85,105.49,Completed,0,3360.78,1162.79
46142,6057,10-07-2021,Beauty,2,2852.25,50.48,1147.65,67.68,19.22,59.01,Completed,0,2801.77,1586.44
46143,6057,22-07-2021,Grocery,1,1342.96,61.24,923.31,94.82,20.99,37.57,Completed,0,1281.72,263.59
46144,6057,26-09-2021,Grocery,1,3569,140.98,2369.01,84.46,18.75,80.11,Completed,0,3428.02,974.55
46145,6057,29-10-2021,Home,1,6805.18,526.72,2871.13,105.96,28.12,202.06,Completed,0,6278.46,3301.37
46146,6057,09-11-2021,Electronics,3,2166.38,95.1,1363.69,69.61,14.96,56.8,Completed,0,2071.28,637.98
46147,6057,13-12-2021,Grocery,4,1326.22,88.99,809.88,76.71,22.13,28.27,Completed,0,1237.23,350.64
46148,6057,22-01-2022,Fashion,5,1289.39,91.93,558.98,111.57,23.05,28.24,Completed,0,1197.46,526.91
46149,6057,11-02-2022,Electronics,1,1922.83,87.49,1341.5,125.44,26.91,46.24,Completed,0,1835.34,368.4
46150,6057,20-02-2022,Fashion,1,3919.35,153.64,1463.69,113.01,41.31,86.94,Completed,0,3765.71,2189.01
46151,6057,25-02-2022,Fashion,1,773.16,18.32,287.59,70.8,22.18,21.73,Completed,0,754.84,396.45
46152,6058,19-04-2021,Fashion,2,1708.81,263.16,767.65,124.44,44.7,41.26,Completed,0,1445.65,553.56
46153,6058,03-05-2021,Fashion,3,3227.93,217.24,1200.18,100.34,37.58,92.77,Completed,0,3010.69,1710.17
46154,6058,30-06-2021,Grocery,1,2365.92,233.28,1495.93,93.32,27.03,62.65,Completed,0,2132.64,543.39
46155,6058,18-07-2021,Fashion,1,1345.53,71.18,546.87,142.38,32.07,37.82,Completed,0,1274.35,585.1
46156,6058,29-08-2021,Fashion,2,1935.09,205.89,832.23,73.77,19.8,56.13,Completed,0,1729.2,823.2
46157,6058,25-09-2021,Electronics,1,4123.6,685.75,2536.5,96.21,36.66,91.59,Completed,0,3437.85,805.14
46158,6058,22-10-2021,Home,1,3096.3,441.22,1780.99,141.74,54.72,78,Completed,0,2655.08,732.35
46159,6058,22-12-2021,Fashion,3,1338.58,236.79,583.91,88.22,26.62,31.35,Completed,0,1101.79,429.66
46160,6058,26-12-2021,Grocery,4,600.79,30.34,429.51,116.36,26.25,15.86,Completed,0,570.45,24.58
46161,6058,19-01-2022,Fashion,1,451.6,39.24,162.89,120.29,47.67,13.15,Completed,0,412.36,129.18
46162,6058,10-03-2022,Beauty,1,1033.06,146.9,422.23,121.5,28.72,26.69,Completed,0,886.16,342.43
46163,6058,21-06-2022,Home,1,3958.96,424,2231.58,77.55,19.99,100.54,Completed,0,3534.96,1225.83
46164,6058,25-06-2022,Electronics,2,3261.65,446.85,1934.62,145.63,34.16,81.49,Completed,0,2814.8,734.55
46165,6058,15-07-2022,Fashion,3,2085.26,262.74,756.16,86.02,25.61,53.02,Completed,0,1822.52,980.34
46166,6058,19-07-2022,Fashion,1,2008.33,114.88,865,125.82,29.41,45.15,Completed,0,1893.45,902.63
46167,6058,06-08-2022,Beauty,1,1872.54,244.18,804.72,141.32,44.25,50.56,Completed,0,1628.36,682.32
46168,6058,12-08-2022,Grocery,5,2626.01,427.51,1651.63,83.79,30.23,58.32,Completed,0,2198.5,463.08
46169,6058,19-08-2022,Electronics,3,778.4,50.99,509.85,85.86,24.11,22.1,Completed,0,727.41,131.7
46170,6058,28-08-2022,Grocery,1,1647.79,128.69,1043.48,119.43,44.59,41.73,Completed,0,1519.1,356.19
46171,6058,16-09-2022,Electronics,4,3348.39,430.94,1842.44,119.08,39.5,80.29,Completed,0,2917.45,955.93
46172,6058,20-09-2022,Beauty,3,641.27,64.64,318.77,149.57,54.67,17.35,Completed,0,576.63,108.29
46173,6058,13-10-2022,Fashion,1,1883.93,302.18,823.31,96.85,27.27,52.65,Returned,1581.75,0,-920.16
46174,6058,16-10-2022,Home,3,586.13,35.23,332.73,83.05,24.84,13.08,Completed,0,550.9,135.12
46175,6059,11-04-2021,Beauty,1,627.59,44.43,302.73,180.22,45.96,13.8,Completed,0,583.16,100.21
46176,6059,14-05-2021,Home,4,784.51,84.73,335.7,167.15,60.53,16.53,Completed,0,699.78,196.93
46177,6059,10-08-2021,Fashion,2,1377.69,143.42,654.55,95.4,32.79,35.09,Completed,0,1234.27,484.32
46178,6059,10-09-2021,Fashion,3,1213.13,80.79,596.49,136.78,43.75,34.43,Completed,0,1132.34,399.07
46179,6059,25-09-2021,Electronics,1,446.11,40.77,252.95,200,48.12,11.11,Completed,0,405.34,-47.61
46180,6060,09-04-2021,Fashion,1,4613.85,1520.26,1731.68,184.64,58.67,96.02,Completed,0,3093.59,1177.27
46181,6060,23-04-2021,Beauty,1,2364.29,853.75,1040.43,117.74,41.14,69.17,Completed,0,1510.54,352.37
46182,6060,29-04-2021,Home,1,919.11,344.67,478.04,139.95,31.88,20.09,Completed,0,574.44,-43.55
46183,6060,06-05-2021,Fashion,1,856.1,180.89,402.93,190.11,72.93,21.2,Completed,0,675.21,82.17
46184,6060,10-05-2021,Fashion,2,1410.55,302.99,527.2,175.67,58.31,41.07,Completed,0,1107.56,404.69
46185,6060,15-05-2021,Home,1,6111.69,2035.19,2662.04,197.94,45.65,168.73,Completed,0,4076.5,1216.52
46186,6060,31-05-2021,Beauty,2,833.79,290.41,405.82,158.78,48.32,20.52,Completed,0,543.38,-21.22
46187,6060,08-06-2021,Beauty,2,5440.7,1501.63,2779.79,107.07,35.21,110.16,Completed,0,3939.07,1052.21
46188,6060,15-06-2021,Fashion,1,575.09,180.29,252.72,187.56,73.51,13.7,Completed,0,394.8,-45.48
46189,6060,23-06-2021,Beauty,2,10372.7,2403.35,4020.03,125.35,34.55,278.87,Completed,0,7969.35,3823.97
46190,6060,17-07-2021,Electronics,2,1490.74,403.84,858.06,132.48,31.61,32.34,Completed,0,1086.9,96.36
46191,6060,24-07-2021,Home,1,3114.8,915.75,1646.74,178.11,35.89,81.03,Completed,0,2199.05,374.2
46192,6060,03-09-2021,Home,1,1236.71,406.38,652.57,115.63,37.96,27.61,Completed,0,830.33,62.13
46193,6060,29-09-2021,Electronics,1,1274.62,470.72,869.62,174.44,57.7,34.67,Completed,0,803.9,-240.16
46194,6060,07-10-2021,Beauty,2,8300.39,1993.75,3863.94,118.84,31.68,234.82,Completed,0,6306.64,2323.86
46195,6060,25-11-2021,Fashion,3,702.49,187.42,319.77,196.14,63.43,14.9,Completed,0,515.07,-0.84
46196,6060,19-12-2021,Electronics,1,1125.13,319.2,654.65,136.91,45.31,27.9,Completed,0,805.93,14.37
46197,6060,12-02-2022,Beauty,5,1692.64,363.58,693.36,195.09,48.53,41.27,Completed,0,1329.06,440.61
46198,6060,02-03-2022,Electronics,1,1236.16,331.41,687.99,147.51,30.51,28.96,Completed,0,904.75,69.25
46199,6060,12-03-2022,Beauty,4,2699.42,492.37,1082.88,132.73,46.98,54,Completed,0,2207.05,991.44
46200,6060,01-04-2022,Fashion,1,726.31,219.35,271.74,147.26,36.77,15.99,Completed,0,506.96,87.96
46201,6060,12-04-2022,Beauty,1,2992.07,579.86,1407.65,166.85,39.57,79.84,Completed,0,2412.21,837.71
46202,6060,19-05-2022,Home,1,1079.81,227.3,615.48,124.68,48.19,22.52,Completed,0,852.51,112.35
46203,6060,17-07-2022,Beauty,1,1576.1,591.51,811.28,199.2,62.01,45.35,Completed,0,984.59,-25.89
46204,6060,03-08-2022,Grocery,4,1823.36,260.19,1176.66,90.77,26.65,51.86,Completed,0,1563.17,295.74
46205,6061,02-05-2021,Electronics,2,642.48,174.95,370.17,109.15,36.9,18.68,Completed,0,467.53,-11.79
46206,6061,25-06-2021,Fashion,1,166.09,59.83,66.44,68.69,18.31,3.9,Returned,106.26,0,-135.13
46207,6061,08-07-2021,Electronics,3,1223.92,255.19,773.13,83.6,19.44,27.46,Completed,0,968.73,112
46208,6061,16-07-2021,Beauty,1,907.26,200.69,446.09,93.01,18.89,26.6,Completed,0,706.57,167.47
46209,6061,22-08-2021,Fashion,2,394.05,114.2,167.54,81.91,31.47,11.48,Completed,0,279.85,30.4
46210,6062,25-04-2021,Electronics,1,3071.8,1018.3,2138.27,139.65,29.3,80.56,Returned,2053.5,0,-2277.92
46211,6062,05-05-2021,Home,1,3644.1,894.26,1631.65,132.63,39.82,106.3,Completed,0,2749.84,985.56
46212,6062,15-05-2021,Fashion,4,1628.48,570.78,629,130.34,27.56,33.28,Completed,0,1057.7,298.36
46213,6062,04-06-2021,Beauty,1,1650.97,320.45,686.56,119.13,45.77,38.69,Completed,0,1330.52,524.83
46214,6062,07-06-2021,Fashion,1,4960.06,823.37,2428.7,106.33,39.15,113.76,Completed,0,4136.69,1601.66
46215,6062,20-06-2021,Fashion,2,765.63,109.26,353.96,85.92,25.67,16.53,Completed,0,656.37,216.49
46216,6062,26-06-2021,Grocery,1,663.28,99.16,453.86,125.94,49.18,13.62,Completed,0,564.12,-15.68
46217,6062,18-07-2021,Beauty,5,972.49,255.86,423.72,136.25,29.38,23.36,Completed,0,716.63,156.66
46218,6062,03-08-2021,Grocery,2,784.22,275.89,475.35,107.3,40.12,22,Completed,0,508.33,-74.32
46219,6062,13-09-2021,Home,5,1846.06,693.56,902.52,89.16,35.1,44.63,Completed,0,1152.5,160.82
46220,6062,28-09-2021,Fashion,5,4108.19,655.26,1867.47,109.65,40.07,108.03,Completed,0,3452.93,1475.81
46221,6062,13-10-2021,Home,3,1415.54,436.27,617.63,93.42,25.09,32.26,Completed,0,979.27,268.22
46222,6062,01-01-2022,Fashion,1,7489.43,2608.57,3519.99,107.57,40.81,187.48,Completed,0,4880.86,1253.3
46223,6062,06-01-2022,Electronics,1,1160.3,425.83,642.76,115.74,31.94,28.86,Completed,0,734.47,-24.03
46224,6062,10-01-2022,Home,2,1209.97,423.01,647.53,111.41,30.9,25.23,Completed,0,786.96,28.02
46225,6062,23-01-2022,Grocery,4,1588.91,477.63,1106.89,103.7,24.94,39.95,Completed,0,1111.28,-99.31
46226,6062,14-02-2022,Grocery,1,2860.79,891.71,1766.89,103.89,40.77,81.21,Completed,0,1969.08,98.3
46227,6062,26-02-2022,Beauty,1,2621.82,932.58,1342.81,106.16,23.15,66.43,Completed,0,1689.24,240.27
46228,6062,13-03-2022,Electronics,1,1551.53,282.38,858.53,117.47,32.81,38.3,Completed,0,1269.15,293.15
46229,6062,05-04-2022,Electronics,1,2941.56,945.42,1660.51,114.65,36.78,72.12,Completed,0,1996.14,220.98
46230,6062,22-04-2022,Fashion,2,1894.27,454.81,721.98,121.78,44.58,42.62,Completed,0,1439.46,595.7
46231,6062,02-05-2022,Home,2,1415.91,356.1,681.93,145.42,41.91,34.21,Completed,0,1059.81,232.46
46232,6063,29-04-2021,Electronics,4,777.99,11.13,541.19,93.75,22.43,19.05,Completed,0,766.86,131.92
46233,6064,17-04-2021,Home,3,1545.72,423.06,852.31,94.86,36.55,44.2,Completed,0,1122.66,175.49
46234,6066,25-04-2021,Electronics,1,456.14,150.94,267.46,165.21,41.66,11.74,Completed,0,305.2,-127.47
46235,6066,05-07-2021,Fashion,2,556.32,189.15,272.57,137.33,30.28,12.27,Completed,0,367.17,-42.73
46236,6066,01-08-2021,Grocery,2,572.32,177.19,378.09,176.76,41.36,12.21,Completed,0,395.13,-159.72
46237,6066,17-08-2021,Home,3,616.3,111.3,261.67,103.75,20.99,16.03,Completed,0,505,139.58
46238,6066,02-11-2021,Beauty,5,1399.39,420.8,631.98,169.08,52.53,31.12,Completed,0,978.59,177.53
46239,6066,14-12-2021,Fashion,2,634.44,153.85,256.03,105.31,37.62,18.37,Completed,0,480.59,119.25
46240,6067,28-04-2021,Electronics,1,1619.13,125.16,1083.92,97.6,34.05,38.52,Returned,1493.97,0,-1181.52
46241,6067,22-06-2021,Fashion,1,2323.91,327.44,957.74,120.56,24.3,54.28,Returned,1996.47,0,-1078.3
46242,6067,22-07-2021,Beauty,1,2082.22,160.96,971.12,63.56,18.41,41.76,Completed,0,1921.26,886.58
46243,6067,10-08-2021,Home,1,370.12,40.94,204.05,103.13,36.09,9.02,Returned,329.18,0,-307.18
46244,6067,01-09-2021,Beauty,2,1868.02,111.89,924.26,71.03,23.65,37.43,Completed,0,1756.13,760.84
