customer_id,signup_date,acquisition_channel,acquisition_month,acquisition_campaign_id,region,device_type,first_order_date,customer_status,date_of_birth,gender
41779,2022-06-11,Referral,Jun-22,CAMP_00071,East,Web,2022-06-19,Active,1986-02-13,M
41780,2022-06-11,Paid Ads,Jun-22,CAMP_00069,South,Mobile,2022-06-13,Inactive,1991-08-02,F
41781,2022-06-28,Paid Ads,Jun-22,CAMP_00069,East,Mobile,2022-07-01,Inactive,1975-12-18,M
41782,2022-06-04,Influencer,Jun-22,CAMP_00072,Tier2,Mobile,2022-06-07,Inactive,1986-04-27,F
41783,2022-06-14,Influencer,Jun-22,CAMP_00072,North,Mobile,2022-06-21,Inactive,1995-05-02,F
41784,2022-06-09,Organic,Jun-22,CAMP_00070,South,Mobile,2022-06-15,Inactive,1990-11-09,M
41785,2022-06-09,Referral,Jun-22,CAMP_00071,South,Mobile,2022-06-15,Inactive,1991-10-06,M
41786,2022-06-29,Paid Ads,Jun-22,CAMP_00069,South,Mobile,2022-08-04,Inactive,1979-05-13,F
41787,2022-06-19,Organic,Jun-22,CAMP_00070,East,Mobile,2022-06-25,Inactive,1990-05-05,F
41788,2022-06-01,Influencer,Jun-22,CAMP_00072,South,Mobile,2022-06-14,Inactive,1987-04-03,F
41789,2022-06-19,Referral,Jun-22,CAMP_00071,Tier2,Mobile,2022-06-22,Inactive,1989-04-26,M
41790,2022-06-18,Influencer,Jun-22,CAMP_00072,South,Mobile,2022-06-21,Inactive,1986-04-12,M
41791,2022-06-07,Influencer,Jun-22,CAMP_00072,North,Mobile,2022-06-15,Inactive,1976-06-10,M
41792,2022-06-11,Paid Ads,Jun-22,CAMP_00069,Tier2,Mobile,2022-06-12,Inactive,1988-02-13,M
41793,2022-06-15,Organic,Jun-22,CAMP_00070,North,Mobile,2022-06-18,Active,1986-12-29,M
41794,2022-06-16,Paid Ads,Jun-22,CAMP_00069,East,Mobile,2022-06-28,Inactive,1996-01-07,F
41795,2022-06-20,Organic,Jun-22,CAMP_00070,Tier2,Web,2022-06-30,Inactive,1980-05-08,M
41796,2022-06-10,Paid Ads,Jun-22,CAMP_00069,East,Web,2022-06-13,Inactive,1982-08-13,F
41797,2022-06-11,Organic,Jun-22,CAMP_00070,South,Mobile,2022-06-29,Inactive,1973-05-01,M
41798,2022-06-04,Paid Ads,Jun-22,CAMP_00069,Tier2,Web,2022-06-05,Inactive,1993-08-15,M
41799,2022-06-15,Paid Ads,Jun-22,CAMP_00069,East,Mobile,2022-06-16,Inactive,1993-12-01,M
41800,2022-06-15,Referral,Jun-22,CAMP_00071,South,Mobile,,Active,1972-04-30,M
41801,2022-06-22,Paid Ads,Jun-22,CAMP_00069,East,Mobile,,Inactive,1987-10-01,F
41802,2022-06-09,Paid Ads,Jun-22,CAMP_00069,East,Mobile,,Inactive,1990-07-04,M
41803,2022-06-12,Paid Ads,Jun-22,CAMP_00069,South,Mobile,2022-06-13,Active,1988-08-27,M
41804,2022-06-07,Referral,Jun-22,CAMP_00071,North,Mobile,,Inactive,1984-04-22,M
41805,2022-06-19,Paid Ads,Jun-22,CAMP_00069,West,Web,2022-07-06,Inactive,1995-09-08,M
41806,2022-06-08,Paid Ads,Jun-22,CAMP_00069,South,Mobile,2022-06-23,Inactive,1994-06-22,F
41807,2022-06-12,Paid Ads,Jun-22,CAMP_00069,West,Web,2022-06-14,Active,1981-11-03,F
41808,2022-06-24,Organic,Jun-22,CAMP_00070,Tier2,Web,2022-07-05,Inactive,1985-01-29,F
41809,2022-06-24,Organic,Jun-22,CAMP_00070,North,Web,2022-06-27,Inactive,1993-12-22,M
41810,2022-06-25,Influencer,Jun-22,CAMP_00072,North,Mobile,2022-07-04,Inactive,1979-05-11,M
41811,2022-06-15,Referral,Jun-22,CAMP_00071,North,Mobile,,Inactive,1987-06-30,M
41812,2022-06-03,Paid Ads,Jun-22,CAMP_00069,South,Mobile,2022-06-06,Inactive,1984-05-11,M
41813,2022-06-22,Organic,Jun-22,CAMP_00070,South,Web,2022-06-23,Active,1982-10-05,M
41814,2022-06-03,Paid Ads,Jun-22,CAMP_00069,South,Mobile,2022-06-10,Inactive,1981-04-03,M
41815,2022-06-26,Paid Ads,Jun-22,CAMP_00069,South,Web,2022-07-04,Inactive,1981-01-02,M
41816,2022-06-04,Organic,Jun-22,CAMP_00070,North,Web,,Inactive,1988-09-08,M
41817,2022-06-10,Organic,Jun-22,CAMP_00070,South,Mobile,2022-06-19,Inactive,1980-03-09,M
41818,2022-06-19,Paid Ads,Jun-22,CAMP_00069,West,Mobile,2022-06-20,Active,1991-11-05,F
41819,2022-06-28,Organic,Jun-22,CAMP_00070,North,Web,2022-07-03,Active,1984-03-27,F
41820,2022-06-22,Influencer,Jun-22,CAMP_00072,North,Web,2022-07-08,Inactive,1995-04-10,M
41821,2022-06-18,Paid Ads,Jun-22,CAMP_00069,South,Mobile,2022-06-25,Active,1995-01-21,F
41822,2022-06-17,Influencer,Jun-22,CAMP_00072,West,Mobile,2022-07-07,Inactive,1967-12-07,M
41823,2022-06-29,Paid Ads,Jun-22,CAMP_00069,West,Mobile,2022-07-08,Inactive,1986-07-17,F
41824,2022-06-07,Paid Ads,Jun-22,CAMP_00069,West,Mobile,2022-06-15,Inactive,1989-07-01,F
41825,2022-06-30,Paid Ads,Jun-22,CAMP_00069,West,Mobile,2022-07-06,Inactive,1985-10-14,F
41826,2022-06-25,Referral,Jun-22,CAMP_00071,East,Mobile,2022-06-29,Inactive,1982-05-21,M
41827,2022-06-03,Paid Ads,Jun-22,CAMP_00069,West,Mobile,2022-06-08,Inactive,1984-08-05,M
41828,2022-06-20,Paid Ads,Jun-22,CAMP_00069,East,Mobile,2022-06-30,Inactive,1991-10-25,M
41829,2022-06-05,Paid Ads,Jun-22,CAMP_00069,West,Web,2022-06-08,Inactive,1989-01-06,F
41830,2022-06-23,Organic,Jun-22,CAMP_00070,North,Mobile,2022-06-25,Inactive,1995-04-28,F
41831,2022-06-17,Influencer,Jun-22,CAMP_00072,South,Mobile,2022-07-01,Inactive,1994-09-06,M
41832,2022-06-20,Influencer,Jun-22,CAMP_00072,South,Mobile,2022-06-25,Inactive,1988-06-30,M
41833,2022-06-03,Paid Ads,Jun-22,CAMP_00069,North,Mobile,,Inactive,1968-06-02,F
41834,2022-06-04,Paid Ads,Jun-22,CAMP_00069,West,Mobile,,Inactive,1995-05-13,M
41835,2022-06-30,Organic,Jun-22,CAMP_00070,North,Mobile,,Active,1994-08-18,F
41836,2022-06-14,Referral,Jun-22,CAMP_00071,West,Mobile,2022-06-24,Active,1988-04-30,F
41837,2022-06-12,Paid Ads,Jun-22,CAMP_00069,Tier2,Mobile,2022-06-14,Inactive,1996-01-30,F
41838,2022-06-08,Paid Ads,Jun-22,CAMP_00069,South,Web,2022-06-12,Active,1996-02-13,M
41839,2022-06-26,Influencer,Jun-22,CAMP_00072,South,Web,2022-06-27,Inactive,1974-02-11,F
41840,2022-06-12,Paid Ads,Jun-22,CAMP_00069,West,Web,2022-07-02,Inactive,1983-02-09,M
41841,2022-06-30,Organic,Jun-22,CAMP_00070,East,Web,2022-07-01,Inactive,1995-03-05,F
41842,2022-06-03,Paid Ads,Jun-22,CAMP_00069,South,Web,2022-06-07,Inactive,1998-03-10,F
41843,2022-06-09,Referral,Jun-22,CAMP_00071,West,Mobile,2022-06-19,Inactive,1983-06-04,M
41844,2022-06-23,Organic,Jun-22,CAMP_00070,South,Mobile,2022-07-10,Inactive,1995-02-03,M
41845,2022-06-06,Referral,Jun-22,CAMP_00071,North,Mobile,2022-06-20,Inactive,1990-08-04,M
41846,2022-06-23,Organic,Jun-22,CAMP_00070,South,Web,2022-06-24,Inactive,1993-04-23,Other
41847,2022-06-05,Referral,Jun-22,CAMP_00071,West,Mobile,2022-06-10,Inactive,1978-06-14,F
41848,2022-06-10,Organic,Jun-22,CAMP_00070,South,Mobile,2022-06-15,Inactive,1990-06-22,M
41849,2022-06-22,Organic,Jun-22,CAMP_00070,Tier2,Mobile,,Inactive,1978-02-22,F
41850,2022-06-24,Influencer,Jun-22,CAMP_00072,West,Mobile,,Inactive,1975-10-01,F
41851,2022-06-03,Paid Ads,Jun-22,CAMP_00069,Tier2,Mobile,2022-06-09,Inactive,1981-10-03,F
41852,2022-06-12,Influencer,Jun-22,CAMP_00072,West,Web,2022-06-16,Inactive,1992-01-23,F
41853,2022-06-19,Referral,Jun-22,CAMP_00071,South,Web,2022-06-22,Active,1983-12-17,M
41854,2022-06-12,Referral,Jun-22,CAMP_00071,South,Mobile,,Active,1985-08-28,M
41855,2022-06-26,Paid Ads,Jun-22,CAMP_00069,North,Web,,Inactive,1995-11-12,M
41856,2022-06-30,Organic,Jun-22,CAMP_00070,East,Web,2022-07-08,Inactive,1974-02-22,F
41857,2022-06-14,Organic,Jun-22,CAMP_00070,West,Mobile,2022-06-30,Inactive,1993-08-20,M
41858,2022-06-02,Referral,Jun-22,CAMP_00071,East,Mobile,2022-06-03,Inactive,1990-06-01,F
41859,2022-06-16,Paid Ads,Jun-22,CAMP_00069,Tier2,Mobile,2022-06-17,Active,1989-12-26,F
41860,2022-06-13,Referral,Jun-22,CAMP_00071,East,Mobile,2022-06-22,Active,1975-08-15,M
41861,2022-06-24,Organic,Jun-22,CAMP_00070,North,Web,,Inactive,1984-08-02,M
41862,2022-06-13,Referral,Jun-22,CAMP_00071,North,Mobile,2022-06-21,Inactive,1996-03-17,M
41863,2022-06-01,Organic,Jun-22,CAMP_00070,Tier2,Mobile,,Inactive,1980-01-06,F
41864,2022-06-26,Influencer,Jun-22,CAMP_00072,East,Web,,Inactive,1987-11-19,F
41865,2022-06-21,Referral,Jun-22,CAMP_00071,West,Mobile,2022-06-23,Active,1989-02-27,F
41866,2022-06-11,Influencer,Jun-22,CAMP_00072,East,Web,2022-06-25,Inactive,1984-05-07,M
41867,2022-06-17,Influencer,Jun-22,CAMP_00072,Tier2,Mobile,2022-06-28,Inactive,2000-05-15,M
41868,2022-06-30,Paid Ads,Jun-22,CAMP_00069,East,Web,2022-07-05,Inactive,1980-01-21,M
41869,2022-06-30,Paid Ads,Jun-22,CAMP_00069,North,Mobile,2022-07-10,Inactive,1981-03-16,M
41870,2022-06-20,Paid Ads,Jun-22,CAMP_00069,North,Mobile,2022-06-23,Inactive,1989-09-13,M
41871,2022-06-04,Paid Ads,Jun-22,CAMP_00069,North,Mobile,2022-06-12,Inactive,1976-02-05,M
41872,2022-06-29,Organic,Jun-22,CAMP_00070,West,Mobile,2022-06-30,Active,1992-12-09,M
41873,2022-06-08,Paid Ads,Jun-22,CAMP_00069,Tier2,Mobile,,Active,1981-08-19,M
41874,2022-06-21,Influencer,Jun-22,CAMP_00072,South,Mobile,2022-07-08,Inactive,2000-06-05,F
41875,2022-06-03,Influencer,Jun-22,CAMP_00072,East,Web,2022-06-07,Inactive,1983-08-22,M
41876,2022-06-12,Organic,Jun-22,CAMP_00070,Tier2,Mobile,,Inactive,1987-01-22,F
41877,2022-06-17,Organic,Jun-22,CAMP_00070,South,Web,2022-06-25,Active,1982-02-21,M
41878,2022-06-04,Referral,Jun-22,CAMP_00071,East,Mobile,2022-06-18,Inactive,1984-01-18,M
41879,2022-06-20,Referral,Jun-22,CAMP_00071,Tier2,Mobile,2022-06-22,Inactive,2000-04-03,M
41880,2022-06-30,Influencer,Jun-22,CAMP_00072,East,Mobile,2022-07-03,Inactive,1986-12-17,M
41881,2022-06-26,Influencer,Jun-22,CAMP_00072,Tier2,Mobile,2022-07-25,Active,1972-11-13,F
41882,2022-06-07,Referral,Jun-22,CAMP_00071,North,Web,2022-06-20,Inactive,1972-12-25,F
41883,2022-06-10,Paid Ads,Jun-22,CAMP_00069,East,Web,2022-06-14,Inactive,1979-10-24,F
41884,2022-06-27,Paid Ads,Jun-22,CAMP_00069,East,Mobile,2022-07-06,Active,1980-12-17,F
41885,2022-06-15,Paid Ads,Jun-22,CAMP_00069,South,Web,2022-06-16,Inactive,1993-10-21,M
41886,2022-06-22,Paid Ads,Jun-22,CAMP_00069,East,Mobile,2022-06-24,Inactive,1988-09-01,F
41887,2022-06-24,Influencer,Jun-22,CAMP_00072,North,Web,2022-06-29,Inactive,1986-06-10,F
41888,2022-06-20,Referral,Jun-22,CAMP_00071,Tier2,Mobile,2022-06-22,Inactive,1993-11-07,M
41889,2022-06-17,Influencer,Jun-22,CAMP_00072,West,Mobile,2022-06-25,Inactive,1980-12-08,F
41890,2022-06-22,Referral,Jun-22,CAMP_00071,West,Mobile,2022-06-25,Inactive,1997-09-25,M
41891,2022-06-04,Referral,Jun-22,CAMP_00071,West,Mobile,2022-06-18,Inactive,1992-12-19,M
41892,2022-06-08,Organic,Jun-22,CAMP_00070,West,Web,2022-06-11,Inactive,1978-12-30,M
41893,2022-06-12,Paid Ads,Jun-22,CAMP_00069,South,Mobile,2022-06-16,Inactive,1976-04-23,Other
41894,2022-06-20,Referral,Jun-22,CAMP_00071,West,Web,2022-07-03,Inactive,1974-04-14,F
41895,2022-06-09,Referral,Jun-22,CAMP_00071,North,Mobile,2022-06-20,Inactive,1980-07-09,F
41896,2022-06-06,Organic,Jun-22,CAMP_00070,West,Mobile,2022-06-19,Inactive,1984-02-27,M
41897,2022-06-10,Paid Ads,Jun-22,CAMP_00069,North,Mobile,2022-06-13,Inactive,1981-08-08,F
41898,2022-06-08,Referral,Jun-22,CAMP_00071,Tier2,Web,,Inactive,1989-08-31,F
41899,2022-06-28,Influencer,Jun-22,CAMP_00072,West,Web,2022-06-30,Inactive,1969-08-14,F
41900,2022-06-25,Paid Ads,Jun-22,CAMP_00069,Tier2,Mobile,2022-07-09,Inactive,1978-01-24,F
41901,2022-06-23,Paid Ads,Jun-22,CAMP_00069,West,Web,2022-06-28,Inactive,1984-01-13,M
41902,2022-06-07,Paid Ads,Jun-22,CAMP_00069,South,Mobile,2022-06-10,Inactive,1988-07-09,F
41903,2022-06-22,Influencer,Jun-22,CAMP_00072,South,Web,2022-06-23,Inactive,1975-01-08,F
41904,2022-06-18,Organic,Jun-22,CAMP_00070,East,Mobile,2022-06-19,Active,1973-09-12,F
41905,2022-06-11,Organic,Jun-22,CAMP_00070,East,Web,,Inactive,1984-07-17,M
41906,2022-06-28,Organic,Jun-22,CAMP_00070,West,Mobile,2022-07-06,Active,1976-02-15,F
41907,2022-06-18,Organic,Jun-22,CAMP_00070,East,Mobile,2022-06-20,Active,1986-10-15,F
41908,2022-06-13,Paid Ads,Jun-22,CAMP_00069,West,Mobile,2022-07-13,Inactive,1984-06-19,F
41909,2022-06-25,Paid Ads,Jun-22,CAMP_00069,West,Mobile,2022-06-28,Active,1990-02-26,M
41910,2022-06-22,Influencer,Jun-22,CAMP_00072,Tier2,Mobile,2022-06-23,Inactive,1988-08-08,F
41911,2022-06-13,Organic,Jun-22,CAMP_00070,West,Mobile,2022-07-02,Inactive,1988-05-25,F
41912,2022-06-29,Organic,Jun-22,CAMP_00070,South,Mobile,2022-06-30,Active,1986-05-24,M
41913,2022-06-13,Referral,Jun-22,CAMP_00071,South,Web,2022-06-16,Inactive,1986-03-10,M
41914,2022-06-28,Paid Ads,Jun-22,CAMP_00069,North,Web,2022-07-03,Inactive,1988-06-10,F
41915,2022-06-01,Paid Ads,Jun-22,CAMP_00069,East,Web,2022-06-06,Inactive,1997-12-31,M
41916,2022-06-26,Influencer,Jun-22,CAMP_00072,West,Mobile,2022-06-30,Inactive,1994-03-23,M
41917,2022-06-19,Influencer,Jun-22,CAMP_00072,South,Mobile,,Inactive,1991-11-05,F
41918,2022-06-13,Paid Ads,Jun-22,CAMP_00069,North,Web,2022-06-15,Inactive,1994-10-31,M
41919,2022-06-03,Paid Ads,Jun-22,CAMP_00069,South,Web,2022-06-08,Inactive,1994-12-29,F
41920,2022-06-02,Referral,Jun-22,CAMP_00071,North,Web,2022-06-06,Inactive,1986-04-09,M
41921,2022-06-17,Organic,Jun-22,CAMP_00070,North,Web,,Active,1995-11-29,M
41922,2022-06-06,Organic,Jun-22,CAMP_00070,South,Web,2022-06-13,Active,1976-01-01,M
41923,2022-06-29,Referral,Jun-22,CAMP_00071,North,Mobile,,Active,1981-09-17,M
41924,2022-06-28,Paid Ads,Jun-22,CAMP_00069,South,Mobile,2022-07-01,Active,1997-11-26,M
41925,2022-06-19,Referral,Jun-22,CAMP_00071,South,Mobile,,Inactive,1999-04-19,M
41926,2022-06-28,Paid Ads,Jun-22,CAMP_00069,Tier2,Mobile,,Inactive,1989-06-02,F
41927,2022-06-08,Referral,Jun-22,CAMP_00071,West,Web,2022-06-19,Active,1998-01-13,F
41928,2022-06-03,Paid Ads,Jun-22,CAMP_00069,East,Web,2022-07-03,Inactive,1997-05-11,F
41929,2022-06-01,Influencer,Jun-22,CAMP_00072,West,Web,2022-06-16,Inactive,1992-01-31,M
41930,2022-06-05,Referral,Jun-22,CAMP_00071,North,Mobile,2022-06-07,Active,1984-11-07,M
41931,2022-06-30,Paid Ads,Jun-22,CAMP_00069,North,Web,2022-07-04,Inactive,1985-11-18,F
41932,2022-06-16,Paid Ads,Jun-22,CAMP_00069,East,Mobile,2022-06-20,Inactive,1986-12-01,F
41933,2022-06-30,Referral,Jun-22,CAMP_00071,East,Web,,Active,1991-01-09,M
41934,2022-06-12,Organic,Jun-22,CAMP_00070,East,Mobile,2022-06-21,Inactive,1987-06-24,Other
41935,2022-06-08,Paid Ads,Jun-22,CAMP_00069,East,Web,2022-06-12,Inactive,1974-08-11,M
41936,2022-06-11,Referral,Jun-22,CAMP_00071,South,Mobile,2022-06-17,Active,1995-05-05,M
41937,2022-06-24,Organic,Jun-22,CAMP_00070,West,Mobile,2022-06-28,Inactive,1996-05-20,F
41938,2022-06-15,Paid Ads,Jun-22,CAMP_00069,South,Mobile,2022-06-23,Inactive,1980-06-16,F
41939,2022-06-16,Organic,Jun-22,CAMP_00070,Tier2,Mobile,2022-06-17,Inactive,1979-12-21,F
41940,2022-06-22,Paid Ads,Jun-22,CAMP_00069,South,Mobile,2022-06-25,Inactive,1989-09-02,F
41941,2022-06-26,Influencer,Jun-22,CAMP_00072,West,Web,2022-07-05,Active,1984-02-21,F
41942,2022-06-19,Organic,Jun-22,CAMP_00070,South,Web,2022-06-22,Inactive,1989-01-03,M
41943,2022-06-24,Referral,Jun-22,CAMP_00071,East,Web,2022-07-01,Inactive,1973-10-23,F
41944,2022-06-23,Organic,Jun-22,CAMP_00070,East,Mobile,2022-07-25,Active,1992-02-18,Other
41945,2022-06-07,Referral,Jun-22,CAMP_00071,North,Mobile,2022-06-11,Inactive,1978-12-14,F
41946,2022-06-27,Organic,Jun-22,CAMP_00070,South,Mobile,2022-07-07,Active,1985-12-21,F
41947,2022-06-23,Organic,Jun-22,CAMP_00070,West,Web,2022-06-26,Inactive,2001-04-09,F
41948,2022-06-17,Referral,Jun-22,CAMP_00071,South,Web,2022-06-23,Active,1987-08-24,F
41949,2022-06-07,Referral,Jun-22,CAMP_00071,East,Mobile,2022-06-09,Inactive,1987-11-26,F
41950,2022-06-24,Influencer,Jun-22,CAMP_00072,East,Mobile,2022-07-31,Active,1975-01-30,F
41951,2022-06-01,Organic,Jun-22,CAMP_00070,North,Web,2022-06-04,Active,1988-09-20,M
41952,2022-06-06,Paid Ads,Jun-22,CAMP_00069,East,Mobile,2022-06-23,Inactive,1998-03-01,F
41953,2022-06-23,Influencer,Jun-22,CAMP_00072,Tier2,Web,2022-06-24,Inactive,1990-08-25,F
41954,2022-06-12,Paid Ads,Jun-22,CAMP_00069,North,Web,2022-06-13,Inactive,1976-01-27,F
41955,2022-06-27,Organic,Jun-22,CAMP_00070,East,Mobile,2022-07-01,Active,1996-06-23,M
41956,2022-06-27,Paid Ads,Jun-22,CAMP_00069,North,Web,2022-06-28,Active,2000-08-15,M
41957,2022-06-23,Organic,Jun-22,CAMP_00070,South,Web,,Inactive,1989-05-18,M
41958,2022-06-26,Referral,Jun-22,CAMP_00071,South,Web,,Inactive,1973-04-03,F
41959,2022-06-13,Paid Ads,Jun-22,CAMP_00069,North,Web,,Inactive,1987-02-17,F
41960,2022-06-11,Influencer,Jun-22,CAMP_00072,North,Web,2022-06-20,Inactive,1986-08-08,M
41961,2022-06-05,Paid Ads,Jun-22,CAMP_00069,West,Mobile,2022-06-17,Inactive,1983-08-01,F
41962,2022-06-14,Organic,Jun-22,CAMP_00070,West,Mobile,2022-06-27,Inactive,1983-12-10,M
41963,2022-06-25,Paid Ads,Jun-22,CAMP_00069,East,Mobile,2022-07-06,Active,1998-11-16,M
41964,2022-06-14,Paid Ads,Jun-22,CAMP_00069,East,Mobile,2022-06-17,Inactive,1993-12-14,F
41965,2022-06-14,Referral,Jun-22,CAMP_00071,East,Mobile,2022-07-02,Inactive,1991-10-24,F
41966,2022-06-23,Organic,Jun-22,CAMP_00070,North,Web,2022-07-09,Inactive,1993-10-10,Other
41967,2022-06-28,Organic,Jun-22,CAMP_00070,West,Mobile,2022-06-30,Inactive,1982-10-15,Other
41968,2022-06-14,Referral,Jun-22,CAMP_00071,North,Mobile,2022-06-18,Active,1988-05-11,M
41969,2022-06-01,Referral,Jun-22,CAMP_00071,South,Mobile,2022-06-09,Inactive,1977-08-22,F
41970,2022-06-15,Paid Ads,Jun-22,CAMP_00069,West,Mobile,2022-06-22,Active,1991-01-14,M
41971,2022-06-08,Influencer,Jun-22,CAMP_00072,West,Mobile,2022-06-18,Inactive,1992-09-17,M
41972,2022-06-09,Referral,Jun-22,CAMP_00071,Tier2,Mobile,2022-06-12,Inactive,1998-01-21,M
41973,2022-06-13,Paid Ads,Jun-22,CAMP_00069,North,Mobile,2022-06-22,Inactive,1993-05-12,F
41974,2022-06-27,Organic,Jun-22,CAMP_00070,Tier2,Web,2022-07-02,Inactive,1992-05-20,F
41975,2022-06-08,Paid Ads,Jun-22,CAMP_00069,East,Web,2022-06-15,Inactive,1997-12-28,F
41976,2022-06-05,Referral,Jun-22,CAMP_00071,South,Mobile,,Inactive,1981-05-01,M
41977,2022-06-06,Paid Ads,Jun-22,CAMP_00069,East,Mobile,2022-06-08,Active,1974-05-22,F
41978,2022-06-06,Paid Ads,Jun-22,CAMP_00069,North,Mobile,2022-06-07,Inactive,1984-02-15,Other
41979,2022-06-22,Referral,Jun-22,CAMP_00071,West,Mobile,2022-06-29,Inactive,1983-06-24,M
41980,2022-06-23,Organic,Jun-22,CAMP_00070,South,Mobile,2022-06-24,Inactive,1990-12-31,F
41981,2022-06-30,Referral,Jun-22,CAMP_00071,East,Web,2022-07-11,Inactive,1990-06-08,M
41982,2022-06-23,Referral,Jun-22,CAMP_00071,West,Web,2022-06-26,Active,1966-05-20,F
41983,2022-06-26,Organic,Jun-22,CAMP_00070,East,Mobile,2022-07-11,Active,1987-05-20,F
41984,2022-06-01,Organic,Jun-22,CAMP_00070,East,Web,2022-06-02,Inactive,1996-04-24,M
41985,2022-06-04,Referral,Jun-22,CAMP_00071,North,Web,2022-06-20,Inactive,1999-05-21,F
41986,2022-06-27,Organic,Jun-22,CAMP_00070,Tier2,Mobile,2022-06-30,Inactive,1986-04-30,F
41987,2022-06-11,Organic,Jun-22,CAMP_00070,East,Web,2022-06-16,Active,1994-03-24,F
41988,2022-06-06,Referral,Jun-22,CAMP_00071,West,Web,2022-06-12,Inactive,1987-12-30,M
41989,2022-06-06,Referral,Jun-22,CAMP_00071,West,Mobile,2022-06-07,Inactive,1991-11-09,F
41990,2022-06-28,Organic,Jun-22,CAMP_00070,Tier2,Mobile,2022-07-08,Inactive,1983-02-10,F
41991,2022-06-22,Influencer,Jun-22,CAMP_00072,South,Mobile,2022-06-23,Inactive,1990-02-07,F
41992,2022-06-11,Influencer,Jun-22,CAMP_00072,East,Web,,Inactive,1991-08-02,M
41993,2022-06-02,Paid Ads,Jun-22,CAMP_00069,West,Mobile,2022-06-09,Inactive,1991-09-24,M
41994,2022-06-30,Referral,Jun-22,CAMP_00071,South,Mobile,2022-07-04,Inactive,1978-08-07,F
41995,2022-06-23,Organic,Jun-22,CAMP_00070,West,Mobile,2022-06-24,Inactive,1973-07-25,M
41996,2022-06-07,Paid Ads,Jun-22,CAMP_00069,North,Mobile,2022-06-24,Active,1992-10-26,F
41997,2022-06-24,Paid Ads,Jun-22,CAMP_00069,North,Web,2022-07-02,Active,1986-09-08,F
41998,2022-06-23,Paid Ads,Jun-22,CAMP_00069,North,Mobile,2022-07-26,Inactive,1988-11-26,F
41999,2022-06-19,Influencer,Jun-22,CAMP_00072,East,Web,2022-06-26,Inactive,1991-09-02,Other
42000,2022-06-14,Influencer,Jun-22,CAMP_00072,South,Web,2022-06-19,Inactive,1985-07-26,M
42001,2022-06-07,Paid Ads,Jun-22,CAMP_00069,West,Web,2022-06-12,Inactive,1987-05-12,F
42002,2022-06-12,Influencer,Jun-22,CAMP_00072,North,Web,2022-06-17,Inactive,1985-04-02,M
42003,2022-06-24,Paid Ads,Jun-22,CAMP_00069,West,Mobile,2022-07-02,Inactive,1999-09-04,M
42004,2022-06-29,Organic,Jun-22,CAMP_00070,Tier2,Mobile,2022-07-07,Inactive,2000-05-02,F
42005,2022-06-13,Paid Ads,Jun-22,CAMP_00069,East,Mobile,2022-06-19,Inactive,1989-05-30,F
42006,2022-06-06,Organic,Jun-22,CAMP_00070,South,Web,2022-06-13,Inactive,1980-12-10,F
42007,2022-06-15,Referral,Jun-22,CAMP_00071,South,Mobile,2022-06-16,Inactive,1990-12-18,M
42008,2022-06-16,Influencer,Jun-22,CAMP_00072,Tier2,Mobile,2022-06-24,Inactive,1999-01-05,F
42009,2022-06-20,Influencer,Jun-22,CAMP_00072,West,Mobile,2022-07-01,Active,1990-10-15,F
42010,2022-06-01,Organic,Jun-22,CAMP_00070,West,Web,2022-06-05,Active,1990-12-15,F
42011,2022-06-04,Referral,Jun-22,CAMP_00071,East,Web,2022-06-06,Active,1982-07-02,M
42012,2022-06-02,Paid Ads,Jun-22,CAMP_00069,South,Mobile,2022-06-17,Inactive,1989-07-10,F
42013,2022-06-19,Organic,Jun-22,CAMP_00070,Tier2,Mobile,2022-07-03,Inactive,1991-07-25,F
42014,2022-06-03,Paid Ads,Jun-22,CAMP_00069,North,Mobile,2022-06-07,Inactive,1977-02-14,Other
42015,2022-06-08,Influencer,Jun-22,CAMP_00072,South,Web,2022-06-11,Active,1975-07-28,F
42016,2022-06-05,Influencer,Jun-22,CAMP_00072,North,Mobile,2022-06-15,Active,1987-07-27,F
42017,2022-06-23,Paid Ads,Jun-22,CAMP_00069,West,Mobile,2022-07-09,Inactive,1993-11-17,M
42018,2022-06-05,Influencer,Jun-22,CAMP_00072,South,Mobile,2022-06-14,Inactive,1980-12-11,M
42019,2022-06-07,Organic,Jun-22,CAMP_00070,North,Mobile,2022-06-09,Inactive,1994-05-27,M
42020,2022-06-30,Organic,Jun-22,CAMP_00070,South,Web,2022-07-07,Inactive,1999-06-04,F
42021,2022-06-27,Paid Ads,Jun-22,CAMP_00069,West,Mobile,2022-06-29,Inactive,1984-07-13,F
42022,2022-06-14,Organic,Jun-22,CAMP_00070,North,Mobile,2022-06-22,Active,1977-03-05,M
42023,2022-06-15,Influencer,Jun-22,CAMP_00072,West,Web,2022-06-18,Inactive,1996-10-09,F
42024,2022-06-05,Paid Ads,Jun-22,CAMP_00069,West,Mobile,2022-06-06,Inactive,1994-05-12,F
42025,2022-06-14,Referral,Jun-22,CAMP_00071,West,Mobile,2022-06-18,Inactive,1980-08-29,M
42026,2022-06-30,Referral,Jun-22,CAMP_00071,North,Mobile,2022-07-06,Active,1990-05-29,F
42027,2022-06-12,Paid Ads,Jun-22,CAMP_00069,East,Mobile,2022-06-29,Active,1991-06-24,M
42028,2022-06-28,Paid Ads,Jun-22,CAMP_00069,West,Mobile,2022-07-02,Inactive,1996-07-04,M
